#Spectrum of SDSS J141324.27+530526.9
#downloaded from http://skyserver.sdss.org/dr16/en/tools/quicklook/summary.aspx?ra=14%2013%2024&dec=53%2005%2027
#z = 0.4563313
#Wavelength,Flux,BestFit,SkyFlux
9141.132,14.047,14.076,3.087
9143.240,13.774,14.025,2.894
9145.343,13.863,13.893,2.789
9147.447,13.918,13.983,2.792
9149.556,14.112,14.121,2.992
9151.661,13.972,14.238,5.002
9153.771,13.841,14.282,8.960
9155.877,13.980,14.210,7.680
9157.989,14.057,14.065,4.913
9160.095,13.853,14.039,5.915
9162.203,13.496,14.080,9.880
9164.315,14.049,14.067,8.668
9166.424,14.373,14.107,4.019
9168.537,13.788,14.215,2.719
9170.647,13.661,14.215,2.732
9172.761,15.069,14.145,2.912
9174.872,14.254,14.352,2.897
9176.982,13.686,14.543,2.863
9179.098,14.272,14.539,3.024
9181.210,14.687,14.490,3.052
9183.327,13.899,14.562,2.893
9185.440,13.995,14.354,2.841
9187.558,13.816,14.252,2.714
9189.672,14.123,14.249,2.688
9191.786,14.415,14.313,2.509
9193.905,14.120,14.311,2.491
9196.020,13.701,14.140,2.482
9198.141,13.814,14.157,2.537
9200.257,13.840,14.160,2.699
9202.378,14.023,14.102,2.761
9204.495,14.286,14.045,2.866
9206.613,13.991,13.992,2.854
9208.736,13.177,13.895,2.832
9210.854,14.136,13.870,2.851
9212.978,14.330,13.987,2.904
9215.098,13.834,14.075,3.246
9217.223,13.601,14.086,6.195
9219.343,13.790,14.062,6.869
9221.464,13.933,14.082,4.165
9223.591,14.489,14.229,4.261
9225.712,14.116,14.166,7.766
9227.840,14.617,14.129,8.281
9229.963,14.914,14.174,4.692
9232.091,14.278,14.222,3.045
9234.215,14.094,14.230,2.851
9236.344,14.380,14.209,2.746
9238.469,14.422,14.119,2.506
9240.594,14.368,14.096,2.370
9242.725,14.433,14.076,2.588
9244.852,14.267,14.045,2.639
9246.983,13.708,14.092,2.729
9249.111,14.379,14.055,3.761
9251.244,14.459,13.957,4.619
9253.372,13.831,14.121,4.482
9255.500,14.080,14.234,3.965
9257.635,14.946,14.164,3.141
9259.764,14.392,14.247,2.536
9261.900,13.878,14.359,2.630
9264.030,13.785,14.241,3.571
9266.167,14.058,14.191,3.346
9268.298,14.195,14.274,2.611
9270.431,14.111,14.327,2.478
9272.568,14.130,14.257,2.440
9274.701,13.836,14.319,2.428
9276.840,14.362,14.410,2.457
9278.974,14.469,14.291,2.470
9281.114,14.111,14.184,2.333
9283.249,14.315,14.248,2.379
9285.385,15.246,14.323,3.114
9287.526,14.470,14.326,5.755
9289.662,14.065,14.310,5.943
9291.805,14.279,14.345,4.023
9293.942,14.417,14.285,5.266
9296.085,14.435,14.105,7.238
9298.224,14.741,14.007,4.781
9300.363,14.269,14.051,2.829
9302.508,14.218,14.232,2.851
9304.648,14.165,14.256,8.141
9306.793,14.777,14.153,50.060
9308.934,15.200,14.070,108.385
9311.081,14.100,14.088,83.047
9313.223,16.523,14.264,128.861
9315.365,21.477,14.281,235.312
9317.514,15.393,14.223,128.955
9319.657,12.299,14.209,29.181
9321.806,16.931,14.227,23.397
9323.951,12.819,14.175,101.269
9326.101,11.303,14.066,142.648
9328.246,11.982,13.990,55.586
9330.392,14.364,14.027,8.141
9332.544,15.820,14.041,11.315
9334.691,14.688,13.973,9.147
9336.843,13.216,13.956,12.269
9338.991,15.872,14.023,47.842
9341.145,18.289,13.975,47.485
9343.294,14.980,13.965,10.683
9345.443,8.576,14.034,2.254
9347.598,7.455,14.129,3.406
9349.748,15.709,14.178,10.449
9351.904,19.272,14.094,14.246
9354.056,15.188,14.186,8.656
9356.213,13.294,14.234,4.106
9358.365,14.424,14.207,3.304
9360.518,14.632,14.230,3.708
9362.677,13.408,14.320,5.322
9364.830,14.813,14.221,5.570
9366.990,14.566,14.237,5.001
9369.145,14.046,14.244,7.779
9371.305,13.805,14.283,9.338
9373.461,13.150,14.373,31.739
9375.618,16.658,14.388,295.395
9377.780,14.514,14.359,0.000
9379.937,12.371,14.422,0.000
9382.100,10.227,14.437,40.403
9384.258,14.330,14.415,18.892
9386.422,17.478,14.403,14.882
9388.582,13.545,14.395,5.734
9390.747,13.827,14.454,3.854
9392.907,14.880,14.481,3.575
9395.068,14.212,14.446,3.931
9397.234,13.901,14.478,5.648
9399.396,14.723,14.562,7.350
9401.563,14.191,14.529,18.843
9403.726,13.476,14.516,43.353
9405.895,13.608,14.567,30.234
9408.059,14.969,14.715,7.068
9410.223,14.769,14.833,3.273
9412.393,13.246,14.781,2.853
9414.558,14.530,14.622,3.167
9416.729,15.570,14.680,4.084
9418.895,12.157,14.754,20.403
9421.067,14.595,14.739,76.385
9423.235,16.771,14.750,69.640
9425.403,14.281,14.784,19.597
9427.576,14.847,14.725,6.276
9429.745,14.009,14.815,3.917
9431.919,14.226,14.823,3.289
9434.089,14.483,14.962,3.291
9436.265,14.407,15.139,4.695
9438.435,15.258,15.173,35.870
9440.607,16.922,15.081,260.201
9442.784,13.783,15.032,342.639
9444.956,14.272,15.042,82.901
9447.134,14.721,15.091,9.206
9449.307,14.043,15.119,10.232
9451.486,14.016,15.082,9.820
9453.661,14.921,15.017,5.994
9455.835,14.035,15.061,5.553
9458.016,13.878,15.082,52.032
9460.192,18.236,15.040,154.133
9462.373,18.094,15.037,104.176
9464.550,12.782,15.123,13.779
9466.732,14.882,15.181,3.901
9468.910,14.603,15.086,3.431
9471.089,14.045,15.114,3.819
9473.273,14.595,15.291,4.198
9475.452,13.837,15.437,22.506
9477.637,15.462,15.530,175.084
9479.817,23.569,15.711,242.678
9482.003,15.218,15.796,73.898
9484.185,13.064,15.794,8.931
9486.366,15.652,15.964,5.779
9488.554,16.091,16.211,4.172
9490.737,14.456,16.361,5.249
9492.925,15.729,16.427,7.042
9495.109,15.061,16.548,5.873
9497.299,15.422,16.665,4.152
9499.484,15.797,16.742,4.241
9501.669,13.256,16.865,24.772
9503.860,12.746,16.990,108.929
9506.046,20.585,16.972,84.152
9508.238,15.669,16.969,16.120
9510.426,16.070,16.713,4.159
9512.619,16.497,16.688,3.684
9514.807,16.664,16.777,3.857
9516.996,17.258,16.868,4.614
9519.191,15.458,17.094,33.445
9521.381,19.529,17.132,83.347
9523.576,18.256,17.635,50.340
9525.767,17.444,17.903,7.294
9527.964,18.216,18.192,4.420
9530.156,18.469,18.695,6.069
9532.348,18.931,19.091,6.925
9534.546,20.131,19.812,5.741
9536.739,20.370,20.260,8.782
9538.939,21.694,20.899,12.795
9541.133,21.903,21.487,7.672
9543.333,20.454,21.671,3.352
9545.529,21.104,21.643,3.066
9547.725,21.008,21.832,3.234
9549.926,21.242,22.277,3.756
9552.123,21.331,22.703,19.786
9554.326,22.423,23.430,59.239
9556.524,24.365,24.765,48.967
9558.728,24.467,26.375,9.214
9560.927,23.760,27.337,7.474
9563.131,25.124,27.317,8.036
9565.331,22.354,26.821,9.748
9567.532,21.160,25.245,76.442
9569.738,24.184,23.115,132.535
9571.940,22.717,22.131,61.245
9574.147,22.380,21.262,8.517
9576.349,22.831,20.721,4.472
9578.558,23.081,20.808,3.954
9580.761,23.139,20.607,3.566
9582.965,23.486,20.402,3.179
9585.175,24.014,21.441,3.143
9587.380,23.700,21.814,3.187
9589.591,25.550,22.418,3.017
9591.797,25.223,23.053,4.056
9594.009,23.115,23.114,5.326
9596.216,21.886,22.214,4.286
9598.423,21.016,20.687,3.419
9600.637,18.218,19.713,3.000
9602.845,20.124,18.527,3.298
9605.060,19.835,17.538,3.926
9607.270,17.526,17.145,11.849
9609.485,17.370,17.145,28.425
9611.696,18.901,17.042,19.455
9613.907,17.757,17.048,5.070
9616.124,17.287,16.865,4.446
9618.336,17.239,16.730,5.068
9620.554,17.765,16.795,17.679
9622.767,18.125,16.989,37.548
9624.986,16.554,17.008,24.429
9627.200,16.232,16.480,7.837
9629.415,15.838,16.360,6.899
9631.635,16.203,16.097,6.678
9633.851,16.610,16.037,5.630
9636.073,16.182,16.200,4.512
9638.290,15.684,15.890,3.831
9640.512,15.633,15.668,3.683
9642.730,15.937,15.482,3.585
9644.948,15.218,15.404,3.393
9647.172,14.930,15.214,3.092
9649.392,15.688,15.115,3.222
9651.617,15.204,15.483,3.936
9653.837,14.823,15.314,6.052
9656.063,14.637,15.139,7.146
9658.285,14.639,15.143,6.107
9660.506,14.846,15.084,7.519
9662.734,15.187,14.793,8.395
9664.957,15.354,14.447,6.354
9667.186,14.903,14.382,6.735
9669.410,14.535,14.482,24.380
9671.639,13.822,14.557,33.215
9673.864,13.823,14.481,15.315
9676.090,14.602,14.357,9.612
9678.321,14.267,14.376,8.123
9680.548,14.661,14.382,18.742
9682.780,14.600,14.640,50.753
9685.007,14.483,14.890,45.581
9687.241,14.378,15.008,15.286
9689.469,14.471,14.920,7.864
9691.698,15.022,14.626,16.683
9693.933,13.933,14.563,16.517
9696.163,14.349,14.706,6.811
9698.399,13.094,14.557,18.353
9700.630,13.062,14.381,69.109
9702.867,15.194,14.493,65.885
9705.099,13.811,14.676,14.186
9707.332,14.744,14.578,5.099
9709.571,13.678,14.469,4.765
9711.804,13.830,14.195,17.865
9714.044,14.716,13.920,32.409
9716.278,14.476,13.920,16.987
9718.519,13.985,14.193,16.288
9720.755,12.206,14.328,76.670
9722.991,13.992,14.350,87.230
9725.233,13.966,14.256,26.520
9727.470,13.332,14.178,7.467
9729.713,14.405,14.171,6.529
9731.952,14.042,14.173,5.938
9734.196,14.670,14.274,6.900
9736.435,13.322,14.300,15.050
9738.681,13.827,14.167,36.035
9740.921,15.516,14.165,37.130
9743.162,15.198,14.317,13.229
9745.409,13.196,14.264,9.351
9747.650,13.512,14.131,16.564
9749.898,13.453,14.016,11.709
9752.141,14.047,13.874,4.284
9754.390,14.780,13.793,3.309
9756.634,14.755,13.793,3.592
9758.878,14.664,13.761,3.711
9761.129,13.706,13.744,3.017
9763.374,13.763,13.728,2.769
9765.626,13.773,13.807,2.702
9767.872,13.825,13.862,2.884
9770.125,14.116,13.913,2.879
9772.372,13.822,14.127,2.787
9774.621,14.530,14.209,2.756
9776.875,13.964,14.219,2.872
9779.124,14.146,14.337,3.106
9781.379,14.814,14.442,3.214
9783.629,14.992,14.547,3.341
9785.885,15.339,14.786,3.428
9788.136,13.974,14.704,7.826
9790.388,11.892,14.474,60.253
9792.646,12.713,14.276,165.340
9794.898,13.980,14.160,123.640
9797.157,13.464,14.136,27.358
9799.411,14.161,14.174,27.651
9801.671,13.104,14.124,55.258
9803.926,14.407,14.277,35.861
9806.181,15.084,14.672,9.004
9808.442,14.380,14.809,10.718
9810.699,13.732,14.464,14.784
9812.961,13.507,13.994,24.577
9815.218,13.689,13.623,24.481
9817.482,14.015,13.471,13.627
9819.740,14.012,13.375,12.657
9821.999,14.010,13.368,7.907
9824.264,14.070,13.389,4.581
9826.524,13.566,13.291,5.017
9828.790,13.872,13.373,8.451
9831.051,14.066,13.205,9.984
9833.318,14.139,13.197,6.682
9835.581,14.164,13.305,4.612
9837.843,14.061,13.365,4.095
9840.112,13.731,13.427,3.466
9842.375,13.123,13.430,3.111
9844.645,13.771,13.338,3.385
9846.910,13.110,13.496,8.720
9849.181,12.667,13.553,44.811
9851.446,14.129,13.423,56.444
9853.713,14.529,13.490,19.149
9855.985,13.786,13.288,4.763
9858.252,13.469,13.202,3.681
9860.526,13.598,13.323,3.388
9862.794,13.734,13.454,3.348
9865.068,13.540,13.526,3.474
9867.338,13.191,13.612,4.135
9869.608,13.693,13.453,8.035
9871.884,11.260,13.497,84.283
9874.155,13.521,13.661,221.357
9876.432,16.192,13.673,115.920
9878.704,13.670,13.509,17.018
9880.982,13.087,13.399,5.448
9883.255,14.329,13.331,4.773
9885.528,13.621,13.358,6.351
9887.808,13.463,13.287,9.178
9890.083,13.904,13.143,7.589
9892.363,13.413,13.061,5.806
9894.639,13.084,13.080,34.569
9896.921,14.916,13.081,79.918
9899.197,13.954,13.082,42.479
9901.475,13.870,13.150,9.335
9903.758,14.339,13.172,6.038
9906.036,13.428,13.123,4.392
9908.321,13.382,13.130,3.935
9910.600,13.874,13.126,4.632
9912.885,12.256,13.204,17.593
9915.166,12.614,13.350,139.459
9917.452,15.185,13.436,211.575
9919.734,16.208,13.411,73.719
9922.016,13.938,13.362,9.239
9924.304,13.844,13.341,4.861
9926.587,13.430,13.147,4.138
9928.876,13.438,12.982,3.753
9931.160,13.689,13.074,3.799
9933.450,13.505,13.242,3.961
9935.735,13.587,13.121,4.064
9938.021,13.610,13.155,4.639
9940.313,12.874,13.443,13.636
9942.599,13.258,13.566,71.232
9944.892,15.200,13.554,119.420
9947.180,16.032,13.555,163.702
9949.474,13.246,13.530,184.341
9951.763,14.227,13.491,76.017
9954.052,13.867,13.528,20.648
9956.347,12.947,13.512,65.762
9958.638,13.115,13.571,154.742
9960.934,13.738,13.692,119.175
9963.226,12.940,13.645,128.463
9965.523,12.922,13.628,106.906
9967.816,14.329,13.690,24.876
9970.109,13.139,13.689,8.426
9972.408,12.363,13.732,27.242
9974.702,14.336,13.810,47.663
9977.002,13.197,13.731,28.859
9979.297,13.727,13.726,14.962
9981.599,13.815,13.645,14.272
9983.895,13.559,13.709,7.917
9986.192,13.666,13.798,4.203
9988.495,13.995,13.754,3.694
9990.792,13.713,13.687,3.672
9993.096,13.459,13.792,3.757
9995.395,13.279,13.879,3.619
9997.700,13.270,13.809,4.346
10000.000,13.561,13.733,16.247
10002.306,14.088,13.755,32.816
10004.602,14.408,13.767,20.330
10006.909,13.927,13.723,7.381
10009.216,12.791,13.741,7.787
10011.524,13.019,13.745,54.251
10013.822,11.619,13.699,252.088
10016.131,8.503,13.633,286.883
10018.441,11.499,13.564,95.186
10020.740,13.164,13.443,15.944
10023.051,12.131,13.502,17.034
10025.362,13.296,13.581,54.492
10027.674,15.781,13.561,110.183
10029.975,15.421,13.538,57.033
10032.288,12.982,13.661,10.755
10034.601,14.222,13.706,6.018
10036.904,13.843,13.622,6.354
10039.219,13.858,13.648,7.960
10041.534,14.089,13.724,8.327
10043.849,13.700,13.757,24.345
10046.155,15.223,13.725,38.456
10048.471,14.969,13.414,16.963
10050.788,13.653,13.456,4.377
10053.095,13.711,13.410,3.267
10055.413,14.357,13.328,3.095
10057.732,13.699,13.362,5.194
10060.051,12.773,13.377,26.374
10062.360,13.774,13.462,67.472
10064.680,14.838,13.708,50.325
10067.001,14.161,13.747,17.543
10069.312,13.084,13.601,20.741
10071.634,13.445,13.461,28.453
10073.956,14.079,13.381,25.620
10076.279,14.030,13.333,11.432
10078.592,15.100,13.397,7.511
10080.916,12.404,13.621,25.148
10083.240,10.608,13.754,142.279
10085.554,13.258,13.683,178.264
10087.880,11.189,13.610,54.505
10090.206,13.245,13.606,9.896
10092.533,13.513,13.764,5.830
10094.849,13.291,13.842,5.472
10097.177,13.416,13.850,6.554
10099.506,12.907,13.821,8.626
10101.824,12.405,13.703,11.781
10104.153,14.079,13.688,54.390
10106.483,15.042,13.625,75.919
10108.813,15.342,13.566,27.157
10111.133,14.740,13.554,6.267
10113.465,13.755,13.536,4.584
10115.797,14.613,13.427,4.223
10118.119,13.717,13.295,4.325
10120.452,14.547,13.361,6.127
10122.786,10.602,13.455,40.445
10125.120,7.638,13.468,188.046
10127.444,12.094,13.460,188.275
10129.779,13.487,13.510,49.041
10132.115,14.884,13.463,11.835
10134.440,14.748,13.538,11.991
10136.777,13.774,13.551,9.553
10139.115,13.762,13.554,6.908
10141.453,14.554,13.599,6.059
10143.780,13.437,13.620,10.967
10146.119,13.212,13.796,19.376
10148.459,13.709,13.872,18.850
10150.788,14.002,13.816,20.186
10153.129,14.834,13.717,50.428
10155.470,16.296,13.709,79.281
10157.812,15.700,13.785,45.455
10160.143,14.218,13.543,33.497
10162.486,13.387,13.361,24.795
10164.830,14.199,13.358,18.583
10167.162,14.077,13.407,21.972
10169.507,12.305,13.473,24.967
10171.852,13.936,13.648,130.560
10174.198,13.817,13.720,246.409
10176.533,13.271,13.531,110.866
10178.879,13.877,13.510,20.190
10181.227,14.586,13.633,26.735
10183.574,14.167,13.684,41.097
10185.911,13.753,13.679,24.664
10188.260,11.744,13.828,29.008
10190.610,8.728,13.431,129.179
10192.948,11.461,13.369,152.810
10195.299,14.925,13.589,44.633
10197.650,12.736,13.668,14.232
10200.001,13.433,13.606,10.300
10202.342,14.884,13.541,25.417
10204.695,13.519,13.341,64.067
10207.048,15.175,13.202,52.316
10209.391,14.555,13.346,63.928
10211.745,9.237,13.593,192.754
10214.100,15.081,13.513,198.074
10216.455,15.794,13.363,63.248
10218.800,13.977,13.369,12.761
10221.156,13.334,13.290,10.268
10223.513,13.017,13.295,14.686
10225.860,12.488,13.474,62.797
10228.218,14.700,13.529,108.217
10230.576,11.915,13.396,81.343
10232.935,14.362,13.433,79.003
10235.284,15.427,13.340,42.561
10237.644,13.627,13.211,12.054
10240.005,13.358,13.218,6.289
10242.355,13.437,13.248,5.540
10244.717,14.238,13.170,5.052
10247.079,14.995,13.093,4.944
10249.442,14.498,13.167,3.904
10251.794,13.909,13.110,4.135
10254.158,14.476,12.932,4.388
10256.523,14.437,13.009,5.787
10258.877,14.621,12.972,6.291
10261.242,15.258,13.131,5.072
10263.609,13.894,13.403,5.388
10265.975,14.054,13.411,7.483
10268.332,17.004,13.199,9.185
10270.699,13.684,13.198,18.964
10273.068,14.775,13.077,33.771
10275.425,13.086,13.118,23.628
10277.795,14.093,13.193,10.915
10280.165,16.091,13.200,10.010
10282.536,13.883,13.261,13.651
10284.895,12.025,13.515,90.118
10287.267,4.731,13.595,460.278
10289.639,-2.384,13.245,570.767
10292.001,6.186,13.292,173.668
10294.374,13.119,13.502,61.552
10296.748,3.384,13.612,158.560
10299.122,9.772,13.875,167.992
10301.486,8.484,13.792,57.805
10303.861,12.660,13.787,18.862
10306.238,14.418,13.439,16.912
10308.603,12.227,13.168,25.970
10310.980,12.404,13.178,59.443
10313.358,12.955,13.006,46.432
10315.736,15.326,12.992,12.848
10318.103,16.762,12.945,7.332
10320.483,14.491,13.032,5.160
10322.863,12.486,13.059,6.277
10325.232,14.355,13.077,7.955
10327.613,14.243,13.365,14.811
10329.994,14.427,13.222,16.908
10332.376,12.279,13.113,10.223
10334.747,11.815,13.092,5.619
10337.131,12.832,13.034,6.045
10339.514,12.575,12.967,10.947
10341.887,13.194,12.957,20.923
10344.272,12.352,12.637,17.341
10346.657,8.630,12.726,49.003
10349.043,18.090,12.895,128.251
10351.418,22.522,12.859,68.892
10353.805,6.314,12.753,34.951
10356.193,10.738,12.851,31.603
10358.570,9.660,12.930,21.598
10360.958,9.487,13.196,11.805
10363.348,16.192,13.235,5.409
10365.737,15.678,13.400,5.424
